rating,date,content
5,2025-07-08,정말 좋아요! 하지만 줄이 엄청 길기 때문에 오픈하자마자 바로 가세요! 여유가 되시면 매직 패스를 구매하세요!
5,2025-12-08,크리스마스 퍼레이드와 기분을 느끼고 싶어서 롯데월드 갔습니다. 트리도 예쁘고 퍼레이드도 좋았습니다. 어트랙션 대기는 보통 1시간 이상 2시간 가량 걸리는것도 있었고 사람이 진짜 많김 해서 좀 힘들긴 했습니다
5,2025-03-27,내 K 드라마 판타지를 살아야 해!! 재밌는 곳이었다. 교복도 빌리기 좋았어.
5,2025-08-14,아이들을 위한 훌륭한 실험이 많이 있습니다. 어린아이들이 실내에서 할 수 있는 실험이 많이 있습니다!
5,2025-09-25,"온라인으로 티켓을 구매했는데도 인쇄하려고 줄을 서서 기다려야 해서 정말 불편했어요. 서울 롯데월드는 제가 가본 놀이공원 중 가장 큰 규모는 아니지만, 가격 대비 그만한 가치가 있었어요. 붐비는 곳을 피하려면 평일에 가는 걸 추천해요."
5,2025-08-10,여기 정말 좋았어요! 시내 중심가와 가까워서 가기도 편했어요. 친구들과 저는 평일에 갔는데 사람이 많지 않아서 줄이 꽤 짧았어요. 놀이기구 하나 탈 때마다 20분 정도 기다렸어요. 한 시간 넘게 걸린 놀이기구는 아마 실내 롤러코스터뿐이었을 거예요. 실내와 실외 어트랙션이 있는 것도 마음에 들어요.
3,2025-05-21,"친구들과 함께 롯데월드 어드벤처를 방문했는데, 엇갈린 감정을 느꼈습니다. 분위기는 즐겁고 활기찼고, 첫눈에 보기에도 확실히 인상적이었습니다. 안타깝게도 놀이기구는 한 번도 타보지 못했습니다. 줄이 믿을 수 없을 정도로 길었고, 야외 구역은 비 때문에 폐쇄되어 있었습니다. 실내는 너무 붐비고 시끄러워서 제대로 즐기기가 힘들 정도였습니다. 사실 저희 방문의 하이라이트는 민속 박물관이었습니다. 조용하고 거의 비어 있었지만, 놀라울 정도로 흥미로웠습니다. 메인 파크의 혼잡함에서 벗어나 잠시 쉬어갈 수 있는 좋은 곳이었습니다. 가실 계획이라면 긴 대기 시간과 많은 인파를 각오해야 합니다. 아니면 평일에 방문해서 사람이 덜 붐비는 것을 추천합니다."
5,2024-12-16,정말 놀랍고 스릴 넘치는 경험이었습니다! 극도의 아드레날린 러시를 경험하고 싶어 하는 사람이라면 꼭 방문해야 할 곳입니다. 전문가 팁은 주중에 방문하면 대부분의 놀이기구를 즐길 수 있다는 것입니다.
5,2024-10-03,"여행 패키지는 정말 가성비가 좋았어요❤️. 티켓을 교환할 때 입구에서 여자애가 아쿠아리움이 아니라 스카이 타워라고 말했고 22:00에 문을 닫는다고 했어요. 그래서 아쿠아리움은 없다고 생각하고 스카이 타워로 갔는데 거기서는 우리를 들여보내지 않고 아쿠아리움 티켓이라고 말했어요. 좀 짜증나고 피곤했어요. 아쿠아리움에 갔을 때는 문이 닫혀 있었거든요😅, 그러니 오해의 소지가 있는 조언은 듣지 마세요. 박물관은 정말 흥미로웠지만 아쿠아리움으로 바로 갔으면 좋았을 텐데요."
5,2024-07-17,롯데월드는 정말 재밌는 곳이에요! 너무 크지 않아서 하루 만에 다 볼 수 있어요. 하지만 할 게 많아서 꼭 다시 가고 싶어요! 놀이기구는 모든 연령대가 즐길 수 있어요. 간식은 저렴하고 맛있어요.
5,2024-04-20,"정말 잘 샀어요! 롯데월드 어드벤처 티켓 두 장을 50% 할인된 가격에 샀어요. 처음에는 이 티켓이 얼마나 진짜인지 몰랐는데, 놀이공원에 들어가고 나니 마음이 놓였어요. 모두에게 강력 추천합니다!"
3,2023-12-20,평일에 방문했는데 여전히 너무 붐볐어요. 몇 개의 놀이기구만 탈 수 있었지만 티켓 가격을 생각하면 괜찮았어요. 놀이기구에 정말 관심이 있고 그럴 수 있다면 매직 패스를 구매하는 걸 추천합니다. 인기 있는 놀이기구는 줄이 몇 시간씩 길어지거든요. 치즈빵이 맛있으니 꼭 드셔보세요! 뜨거울 때 먹으면 치즈 풀을 맛볼 수 있어요.
4,2023-11-20,할 거리가 많고 재밌어요. 다만 앱의 QR 코드를 카운터에서 티켓으로 교환해야 해요. 사실 QR 코드로 바로 입장할 수 있으면 더 편리할 것 같아요.
5,2023-12-14,사촌 데리고 갔다 왔었는데 힘들었지만 사촌 동생이 엄청 좋아해서 뿌듯했네요:)
5,2025-04-21,정말 재밌는 경험이었고 돈 한 푼 한 푼 다 가치 있었어요 ㅎㅎㅎ
5,2023-06-26,롯데월드에서 정말 즐거운 시간을 보냈어요! 평일에 가는 게 좋을 것 같아요. 대부분의 놀이기구를 타고 싶으시다면 패스트 패스를 구매하는 걸 추천해요. 저희에게는 정말 유용했어요.
4,2025-09-22,신나는 놀이기구와 맛있는 음식으로 즐거운 시간을 보냈습니다. 테마에 맞는 옷을 대여하고 입어볼 수도 있습니다.
5,2024-06-10,입장권으로 쉽게 교환 가능. 어린이와 어른 모두에게 즐거운 테마파크입니다.
5,2024-05-01,특히 가족과 함께 여행하는 것은 정말 즐거웠습니다.
5,2025-09-06,"네, 정말 놀랍지만 가족과 아이들과 함께 오는 것을 강력히 추천합니다. 체험할 수 있는 놀이기구가 많으니 모두 즐기고 싶다면 일찍 오세요."
4,2025-08-12,"글쎄요, 가볼 만한 곳, 맛집, 이벤트는 많지만, 멋진 어트랙션을 경험하고 싶다면 굳이 방문할 필요는 없을 것 같아요. 인기 있는 놀이기구는 대기 시간이 한 시간이나 되거든요. 물론 매직 패스를 구매할 수도 있지만, 멋진 놀이기구는 한 번만 이용할 수 있어요."
4,2025-04-11,"매직 패스 3장으로 티켓을 구매하는 걸 추천합니다. 카운터에서 받는 매직 패스는 정말 빨리 매진되거든요. 유명 놀이기구는 대기 시간이 엄청 길기 때문에, 야외에서 익스트림한 놀이기구를 즐기고 싶다면 매직 패스가 필수입니다. 전반적으로 정말 좋은 경험이었어요! 벚꽃이 만발하고 정말 아름다우니 봄에 가시는 걸 추천합니다!!"
4,2024-11-14,"테마파크를 좋아하는 사람으로서 가격이 좀 비싼 것 같지만 인기 있는 놀이기구를 탈 때는 매직패스를 한 번만 사용할 수 있고, 그 후에는 다른 놀이기구를 탈 때는 긴 줄을 서야 하는 일반 티켓이 됩니다. 비용을 지불하는 것을 마다하지 않는 사람이라면 테마파크에서 판매하는 매직패스 5, 7과 함께 티켓을 사는 게 더 좋습니다(인기 있는 놀이기구가 3개 이상 있어서 온라인 티켓으로는 부족하거든요. 하하)"
5,2024-08-09,"정말 놀라운 경험을 놓치고 싶지 않으실 거예요. 이곳은 기쁨과 행복으로 가득 차 있어요. 서울 어디에 묵으시든 쉽게 접근 가능한 도심에 위치해 있어요. 익스트림 롤러코스터와 번지점프 등 다양한 어트랙션과 놀이기구를 갖추고 있어 아이들과 가족 모두 즐기기에 좋습니다. 가끔 줄을 서서 기다려야 했지만, 분명 그럴 만한 가치가 있어요. 친절한 직원들에게 진심으로 감사드립니다."
2,2024-08-05,"우리는 3월 말에 갔는데, 지역 주민과 관광객으로 너무 붐볐어요. 좀 더 신나는 놀이기구를 탈 때마다 긴 줄이 서 있어요... 우리는 하루 종일 비웠지만 줄 때문에 아이들이 몹시 낙담했고 일찍 떠나 다른 곳으로 가야 했어요..."
5,2024-05-16,2023년 10월 30일 월요일에 교복을 입고 갔어요. 티켓을 미리 예약해서 아주 순조롭게 진행되었어요. 정말 멋진 경험이었어요 💕. 외국인들을 위해 힘써주신 trip.com에 감사드립니다.
5,2024-03-31,"롯데월드 어드벤처에 들어서는 순간, 짜릿한 스릴의 세계로 휩싸였습니다. 심장이 쿵쾅거리는 아틀란티스 롤러코스터부터 자이로 드롭 꼭대기의 숨 막히는 절경까지, 매 순간이 모험입니다. 프랑스 혁명 시대의 루프는 짜릿함을 선사하고, 로스트 밸리의 공룡들은 저를 과거로 데려다줍니다. 아이스링크를 활강하고 매직 캐슬의 퍼레이드에 감탄하며, 잊지 못할 즐거운 하루였습니다."
5,2024-02-06,"• 롯데월드 어드벤처는 서울에서 가장 인기 있는 실내 테마파크입니다. 스릴 넘치는 놀이기구, 엔터테인먼트 쇼, 박물관이 가득합니다. 정말 즐거운 경험을 선사합니다. 🥰"
5,2025-10-12,사람이~~사람이~~너무 많네요^^;; 싸게 잘가서 만족~~아이가 좋아하네요^^
5,2025-06-02,평일에 패스트패스 샀는데 진짜 괜찮아요!!! 놀이공원이 스릴 넘치네요
5,2024-10-04,정말 놀랍고 멋진 투어였습니다
5,2024-05-17,가족이 방문하기 좋은 곳
5,2025-12-18,오래만에 방문한 롯데월드였지만 역시 재미있고 퍼레이드가 사람들에게 인기가 많은듯 하네요.
1,2025-12-02,어이가 없는 트립닷컴입니다 010으로 번호 입력 안하면 안된다고 구석탱이에 숨겨뒀네요. 그 전이 해외갈 때 쓰던 어플이라 +82 10 으로 시작하는 번호가 저장되어 있었는데 이것 때문에 입장권 못 받고 문의하니 재발송은 안된다고 할 수 있는게 없다고 배째라ㅋㅋㅋ 캡처본 대로 들어가서 맨 아래 ‘자세히보기’ 들어가야 적혀있는 걸 누가 압니까. 정작. 롯데월드 직원한테 입장권 못 받았다고 말하니 흔쾌히 예약내역 보고 들어보내줌ㅋㅋㅋㅋㅋ 트립닷컴 ㄹㅇ 하는 일이 없음. 주요사항 공지라도 똑바로 하라고 하니 자기들도 그렇게 생각한다고 함ㅋㅋㅋ이런 똑같은 문의가 많다네욬ㅋㅋ
5,2025-11-16,"네, 서울에서 방문하기 좋은 환상적인 테마파크예요. 예약도 편리하고 가격도 저렴해요. 우리 아이도 너무 좋아했어요."
4,2025-08-15,"좋아요, 구경하기 좋네요. 공간은 넓은데 줄이 꽤 길어요. 한국의 역사를 알 수 있는 민속 박물관 티켓도 포함되어 있어요."
5,2025-05-23,"롯데월드 정말 좋았어요! 더 일찍 갔으면 좋았을 텐데요. 수요일 오후라 많은 놀이기구 줄이 한 시간 정도였어요. 저희는 문 닫을 때까지 기다렸는데, 그때는 대기가 없었어요. 저희는 아쿠아리움 콤보 상품으로 예약했어요. 아쿠아리움은 정말 아름다웠어요! 하지만 롯데월드에서 꽤 멀리 떨어져 있었어요(도보로 약 10분). 그래도 롯데월드에서 한 번 나가서 아쿠아리움에 갈 수 있고, 아쿠아리움에서 음식을 먹으러 밖으로 나갈 수 있어요. 콤보 티켓에 추가로 3달러를 낸 만큼의 가치가 충분히 있어요."
3,2025-03-19,"기대했던 것보다는 그다지 흥미롭지 않았어요. 숙소가 좀 부족했어요. 하지만 이 패키지는 확실히 가성비가 좋았어요. 다만 두 숙소가 서로 좀 떨어져 있으니, 여행 계획을 세우는 게 좋을 것 같아요."
5,2025-03-04,"서울에서 꼭 가봐야 할 곳, 롯데월드! 신나는 놀이기구, 환상적인 분위기, 그리고 다양한 먹거리까지. 남녀노소 누구나 즐길 수 있는 곳이에요. 다만, 붐비는 시간을 피하려면 평일에 방문하는 것이 좋습니다."
5,2025-02-27,롯데월드/타워는 처음 가봤어요. 정말 재밌었어요! 벌써 저녁 8시가 넘었고 너무 피곤했는데도 스카이타워에 갈 수 있어서 다행이었어요. 야경은 정말 멋졌어요.
1,2024-11-26,"우리는 2살짜리 아이에게 큰 기대를 걸었지만, 한국의 대부분 지역과 마찬가지로 실망했습니다. 오해하지 마세요. 잘 만들어졌지만, 놀이기구를 탈 때마다 1시간 이상 기다려야 하고, 키가 큰 성인들로 가득 차 있어서 유아 놀이기구를 타려고 줄을 선 성인들을 보면 상당히 불쾌합니다. 그녀는 대부분 울었는데, 본 것에 탈 수 없었기 때문입니다. 또한 안에서 아기 티켓을 지불할 준비를 하세요. 말도 안 됩니다. 우리가 가본 테마파크 중 최악이에요!"
5,2024-11-26,정말 멋진 곳이에요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
5,2024-11-15,"종이 티켓은 QR 코드로 간편하게 결제할 수 있어요. 놀이기구는 티켓에 모두 포함되어 있어요. 제 생각에는 가격에 비해 공원이 너무 좁고 사람이 많아서 익스프레스 매직 패스가 없으면 놀이기구를 탈 시간이 거의 없어요. 평일에 가도 사람이 많아요. 그래도 분위기는 좋고, 아쿠아리움은 생각보다 일찍 닫으니 일찍 가는 걸 추천해요! 전반적으로 재밌었어요!"
5,2024-11-08,"롯데월드는 어르신들이 방문하기 좋은 곳으로, 짜릿함과 편안함을 동시에 선사합니다. 아름다운 실내외 공간을 자랑하는 이 공원은 모든 연령대의 방문객에게 적합하며, 특히 어르신들은 더욱 만족하실 것입니다."
5,2024-04-02,다양하고 좋다 좋다 아주 좋다
4,2023-12-25,"실제 티켓은 카운터에서 교환해야 합니다. 다행히 티켓을 기다리는 사람이 많지 않았습니다. 저희가 롯데월드에 갔을 때는 특히 학생들이 많았습니다. 게임당 대기 시간은 1시간 30분에서 2시간 정도였고, 인기 게임은 최대 3시간까지 걸렸습니다. 방학 중에는 추천하지 않습니다."
4,2023-11-13,두 명 이상의 어린이를 동반한다면 이곳이 적합할 것입니다. 그렇지 않다면 에버랜드를 고려해 보세요. 하지만 여기는 실내 공원이고 다른 하나는 야외 공원입니다. 아이들과 함께라면 정말 즐거운 시간을 보낼 수 있습니다. 제 추천은 이겁니다. 그 외에는 티켓 교환이 쉽습니다. 바코드만 보여주면 실물 티켓을 줍니다.
5,2023-10-12,아기와 가족에게 좋은 곳이에요. 쇼핑몰과 백화점 안에 있어서 다른 테마파크에서는 대부분 패스트푸드만 먹을 수 있는데 비해 아주 맛있는 음식을 즐길 수 있어요. 놀이터도 멋지고 우리 아기가 너무 좋아해요.
4,2023-10-05,한국을 방문하면 꼭 방문해야 할 곳! 실내 테마파크와 야외 테마파크로 구분할 수 있는 다양한 어트랙션이 있습니다.
5,2023-09-02,친구랑 롯데월드 어드벤처에 갔어요. 정말 좋은 경험이었어요!! 롤러코스터랑 다른 어트랙션도 타보고 너무 신났어요. 재밌게 놀아주셔서 감사해요!! 다시 롯데월드 가고 싶어요!
5,2025-03-08,"꽤 재밌는 위치, 매우 컴팩트합니다. 하지만 줄이 꽤 길어질 수 있습니다. 돈에 대한 가치가 괜찮습니다!"
5,2024-06-14,매직패스 이용하여 너무 잘다녀왔어요
4,2025-11-09,"멋진 게임들을 즐기려면 항상 줄이 길었어요. 일찍 가야 하고, 택시 잡기도 정말 어려웠어요."
5,2023-10-04,"오, 제가 가본 테마파크 중에 여기가 제일 예쁘네요! 😍😍😍😍😍😍😍😍😍!!!"
4,2024-12-28,기다리지 않기위해 매직패스를 끊어야빠르게 입장하고 즐길수 있습니다.
3,2023-10-06,"휴일에 갔는데 사람이 너무 많아서 아무것도 즐길 수가 없었어요. 줄도 엄청 길었어요. 비싸더라도 패스트패스를 사는 게 낫겠지만, 정말 즐기고 싶다면 사는 게 나을 거예요. 수족관은 괜찮았지만 사람이 너무 많았어요."
5,2023-10-25,10/10 경험해 볼 만한 가치가 있어요!! 어린 시절의 꿈을 되살려 보세요 😍
5,2026-01-08,트립에서 이런 패키지도 있어 좋네요~ 다음번 또 이용할꺼 같습니다
3,2023-11-11,전반적으로 나쁘지는 않지만 줄이 너무 길어서 롯데 매직패스를 구매하는 걸 추천합니다.
3,2023-09-29,주말에는 꽤 붐빕니다. 유명한 명소는 줄을 서야 합니다. 실내와 실외가 있습니다.
5,2023-12-03,"어린이와 노인 모두가 즐길 수 있는 실내, 실외 놀이기구가 모두 있어서 좋았어요!"
5,2023-08-11,멋진 실내 놀이공원이에요! 디테일이 디즈니 못지않아요. 겨울에 딱이에요~
5,2026-01-08,어린이와 성인 모두를 위한 재미있는 장소! 대기열은 그리 길지 않습니다. 특히 아침에 오면 놀이기구가 꽤 좋습니다. 또한 멋진 사진을 많이 찍고 인스타크스를 빌릴 수도 있습니다! 재미있는
5,2026-01-01,"구매 과정이 매우 간편하고 가격도 정말 합리적입니다. 저는 3개 지점 이용권을 50% 할인받았어요. 하지만 한 가지 확실한 건, 패스트 패스를 꼭 구매하세요. 대기 줄이 엄청나게 길기 때문에 패스트 패스가 있으면 하루에 최소 3게임은 즐길 수 있어서 정말 가치가 있습니다."
5,2025-11-24,"방문 후 정말 감동했습니다. 분위기가 정말 좋고, 아이와 어른 모두에게 적합합니다. 실내외 다양한 놀이기구가 있어서 날씨가 좋지 않아도 편리하게 이용할 수 있습니다. 줄은 꽤 잘 정돈되어 있고, 직원들은 친절하고 도움을 많이 줍니다."
5,2025-11-18,매직 패스로 티켓을 구매했어요. 평일에 갔는데 줄이 엄청 길었어요. 여기 가실 분들은 매직 패스 티켓을 꼭 구매하세요. 적어도 세 번은 오래 기다리지 않고 탈 수 있거든요. 어떤 줄은 2분짜리 놀이기구를 타려고 2시간씩 기다려야 할 때도 있어요. 전반적으로 정말 멋진 곳이었어요. 저희가 타려고 했던 놀이기구 몇 개는 무슨 이유에선지 닫혀 있었어요. 결국 게임 몇 개는 했지만요. 밤 공연은 정말 좋았어요.
5,2025-09-13,"커플끼리 정말 즐거운 하루였어요... 놀이기구도 좋고 분위기도 좋았어요. 박물관 입장권이 포함된 매직 패스 티켓을 구매했는데, 사용하기 정말 쉬웠어요. 입장권/박물관 입장권과 매직 패스 티켓을 같은 티켓으로 사용했거든요. 가성비가 정말 좋았어요. 토요일에 방문했는데도 오후에는 사람이 너무 많아서 개장 시간에 맞춰 가는 걸 추천해요."
4,2025-08-28,"평일에 가서 정오쯤 도착했어요. 사람이 많지는 않았지만, 돌아오는 길에 롯데월드에 들어가려고 기다리는 사람들이 꽤 있었어요. 패스트트랙 놀이기구가 세 개 있어서 줄은 그렇게 길지 않았어요. 아쉽게도 코멧 익스프레스 놀이기구는 마감되어서 한 번은 놓쳤어요."
5,2025-08-18,"더운 여름에는 이런 실내 놀이공원이 아이들과 즐거운 하루를 보내기에 더할 나위 없이 좋습니다. 실내 놀이공원은 주로 어린아이들에게 더 적합한데, 일곱 살인 제 아들이 가장 좋아했습니다."
4,2025-08-08,"실내외 놀이기구가 있는 좋은 곳이에요. 평일에 갔는데도 사람이 너무 많았고, 일부 놀이기구는 정비 때문에 문을 닫았더라고요. 3시간 정도 있다가 그냥 나왔어요."
3,2025-07-26,이곳은 괜찮아요. 반나절 여행으로는 괜찮아요. 재미있는 볼거리는 많지만 음식은 별로예요. 아직 안 가보셨다면 꼭 가보세요. 안 가도 크게 문제될 건 없지만요.
5,2025-07-16,"붐볐지만 정말 재밌었어요. 야외 경기는 닫혀 있었거든요. 비가 올 줄은 몰랐는데, 야외 경기는 닫혀 있었거든요. 가기 전에 날씨 꼭 확인하세요."
5,2025-07-16,"붐볐지만 정말 재밌었어요. 야외 경기는 닫혀 있었거든요. 비가 올 줄은 몰랐는데, 야외 경기는 닫혀 있었거든요. 가기 전에 날씨 꼭 확인하세요."
4,2025-06-25,"125cm에서 160cm 사이, 즉 7~12세 정도 되는 아이들은 탈 수 있는 놀이기구가 많지 않습니다. 연령대에 따라 놀이기구가 더 강렬했으면 좋겠습니다. 5세 이하 또는 14세 이상 자녀가 있다면 좋을 것 같습니다."
5,2025-06-22,"둘 다 40살이 넘었으니 이곳은 우리에게 그다지 적합하지는 않지만, 어쨌든 놀이기구와 퍼레이드가 있어서 정말 좋았어요. 십 대들이라면 정말 좋아했을 거예요."
5,2025-06-14,"롯데월드는 처음 방문했는데, 퍼레이드가 특히 좋았어요. 포켓몬 열기구는 정말 오래 기다렸지만, 그만큼 가치가 있었어요."
5,2025-06-01,"일요일에 갔는데도 우리 가족은 롯데월드 여행을 정말 즐겼습니다. 거의 모든 놀이기구의 대기 시간이 60분 이상이었고, 매직 패스 덕분에 시간을 정말 많이 절약할 수 있었습니다."
5,2025-04-19,가족과 함께 이곳을 방문했습니다. 어렸을 때 여기서 많이 놀았기 때문에 이곳이 정말 좋았습니다. 아이와 함께 다시 와서 아내와 함께 특별한 추억을 나누는 건 정말 특별한 경험이었습니다. 이 실내 테마파크를 강력 추천합니다. 감사합니다!
5,2025-04-10,"그만한 가치가 있고, 늦은 밤까지 머물며 여러 라운드를 플레이할 수 있고, 사용하기 쉽습니다."
5,2025-04-08,정말 재밌고 가성비도 좋아요. 7~8시간 정도 여기서 보냈는데 아직 탈 만한 놀이기구가 남아 있었어요 :)
5,2025-03-17,"Trip.com 감사합니다. Trip.com을 통해 예약했는데 절차가 간단했습니다. 다만 비가 오고 있었습니다. 실내 놀이 공간은 훌륭했지만, 야외 공간은 비 때문에 닫혀 있었습니다. 롯데월드 어드벤처 여행을 계획하기 전에 날씨를 꼭 확인하세요. 실내 공간도 즐거웠습니다."
5,2025-02-04,"롯데월드 어드벤처 서울은 처음부터 끝까지 순수한 즐거움으로 가득합니다! 스릴 넘치는 놀이기구, 가족 친화적인 어트랙션, 그리고 활기 넘치는 엔터테인먼트까지, 누구나 즐길 거리가 가득합니다. 파크 곳곳에는 맛있는 음식을 판매하는 노점들이 가득하여 하루 종일 활력을 유지할 수 있습니다. 실내외를 막론하고 활기찬 분위기와 잘 관리된 시설은 환상적인 경험을 선사합니다."
4,2025-01-10,온라인과 현장에서 더 많은 정보를 제공하여 사용자가 티켓을 더 쉽게 수령할 수 있도록 하면 좋을 것 같습니다. 입장 후에는 일부 놀이기구는 추가 요금이 부과된다는 점을 알아두는 것이 좋습니다. 스누피 테마 크리스마스가 있어서 정말 좋았습니다!
5,2024-12-19,"아이들은 그곳에서 정말 즐거운 시간을 보냈어요. Trip.com에 매직 패스 옵션이 있었으면 좋았을 텐데, 저는 롯데월드에 도착하고 나서야 매직 패스에 대해 알게 되었어요. 민속 박물관은 방문할 시간이 없었어요. 줄을 서지 않으려면 일찍 가세요."
5,2024-12-03,트립닷컴을 통해 롯데월드 티켓을 쉽고 간편하게 구매하세요. 카운터에서 티켓을 교환하시면 됩니다!
5,2024-10-10,이곳은 정말 좋은 놀이기구가 있는 훌륭한 장소입니다. 음식과 음료는 다른 나라의 관광 명소에 비해 그렇게 비싸지 않습니다. 방문할 가치가 충분합니다.
5,2024-09-10,롯데월드 입구 앞에서 할인 티켓을 구매했어요. 정말 간편하고 바로 사용할 수 있었어요. Trip.com에서 가격이 훨씬 저렴해서 정말 좋았어요.
5,2024-08-26,"서울에 위치한 롯데월드 어드벤처는 실내와 실외 어트랙션이 어우러진 활기찬 테마파크입니다. 실내 공간인 롯데월드몰에는 모든 연령대가 즐길 수 있는 다양한 놀이기구와 엔터테인먼트 시설이 마련되어 있으며, 실외 매직 아일랜드에는 스릴 넘치는 롤러코스터와 신나는 어트랙션이 있습니다. 롯데월드 어드벤처는 잘 정비되어 있고 깨끗하며, 다양한 식사와 쇼핑을 즐길 수 있습니다. 특히 주말과 공휴일에는 혼잡할 수 있지만, 전반적으로 즐거운 경험을 선사합니다. 전반적으로 롯데월드 어드벤처는 가족 단위 여행객과 스릴을 즐기는 여행객 모두에게 재미있고 다채로운 경험을 제공합니다."
5,2024-08-21,모든 연령대에 적합합니다. 공원이 크지 않아서 쉽게 둘러볼 수 있습니다. 어린아이부터 어른까지 모두 즐길 수 있는 놀이기구도 있습니다. 퍼레이드도 훌륭해서 시간을 내서 꼭 관람해 보세요.
5,2024-08-19,환전도 쉽고 바로 이용할 수 있었어요. 롯데월드에는 저희 가족의 필요에 맞는 다양한 놀이기구와 어트랙션이 있어요. trip.com의 가격도 경쟁력이 있어요. 추천합니다!
5,2024-08-15,정말 멋진 공원이에요. 다만 롤러코스터가 너무 많거나 빠르다는 기대는 하지 마세요. 다른 것보다는 미적인 부분에 좀 더 중점을 두고 있어요. 하지만 남녀노소 누구나 즐길 수 있는 곳이에요. 특히 날씨에 얽매이지 않아서 더욱 그렇죠.
5,2024-08-05,"서울에 위치한 롯데월드 어드벤처는 스릴 넘치는 놀이기구, 멋진 실내 아이스링크, 매력적인 민속 박물관 등 다양한 어트랙션을 갖춘 대규모 실내외 테마파크입니다. 모든 연령대가 즐길 수 있는 재미있는 쇼와 생동감 넘치는 퍼레이드는 방문의 즐거움을 더합니다."
5,2024-08-05,"오, 정말 좋은 곳이네요. 정말 좋아요. 마치 섬처럼 보이네요. 세상에서 가장 환상적인 곳이에요. 저는 한 번도 가본 적이 없어요. 제 행운이죠. 언젠가 꼭 가보고 싶어요... 좋아요"
5,2024-08-04,"모든 연령대에 맞는 다양한 놀이기구를 갖춘 가족 친화적인 테마파크입니다. 어느 계절에나 방문할 수 있으며, 즐겁고 재미있는 경험을 할 수 있습니다."
5,2024-07-30,"친구, 가족과 함께 즐길 수 있는 놀이공원이에요!! 친구들과 함께 갔는데 정말 최고였어요. 전반적으로 정말 즐거운 시간을 보냈어요. 공원이 정말 넓어서 놀이기구가 겹칠까 봐 걱정하지 마세요. (원하는 대로 하지 않는 한) 시간이 부족할 수도 있거든요. 어린아이들도 탈 수 있는 놀이기구가 정말 많아요. 정말 멋진 경험이었어요^^"
5,2024-07-22,"괜찮은 곳이에요. 한 곳에 다양한 놀이기구가 많아요. 일요일에 가서 좀 붐볐지만, 인기 놀이기구는 최대 60분까지 기다렸어요. 그래도 그만한 가치가 있었어요. 물론 디즈니 월드나 유니버설 스튜디오와는 비교할 수 없지만, 실내라서 햇볕 아래서 기다릴 일은 없겠네요."
5,2024-06-18,"전반적인 경험 편의성: 롯데월드와 아쿠아리움 통합권은 매우 편리해서 하루에 두 개의 주요 어트랙션을 모두 즐길 수 있었습니다. 덕분에 시간과 비용을 절약할 수 있었고, 가족 단위 여행객에게 매우 합리적인 선택이었습니다."
5,2024-06-18,정말 좋았어요! 제 티켓은 롯데월드 어드벤처 1일권과 서울스카이 티켓이 합쳐진 상품이었어요. 정말 값어치 있었어요! 하루에 다 돌아볼 수 있어서 정말 최고였어요. 강력 추천합니다!
4,2024-06-15,평일 아침인데도 사람이 정말 많았어요 :) 그래도 즐거웠어요! 코멧 익스프레스는 혜성특급이라고 하니 꼭 타보시길 추천드려요!
5,2024-06-11,이 공원에서 롤러코스터 세 개를 꼭 타보세요. 프렌치 레볼루션은 플립플랩과 '울퉁불퉁한' 순간을 즐기는 사람들에게 적합합니다. 아틀란티스 어드벤처나 두 번째 롤러코스터는 산악 구조물 사이를 날아다니며 아슬아슬한 순간을 선사합니다. 물보라를 일으키는 부분도 몇 개 있어서 정말 좋습니다. 세 번째 롤러코스터인 코멧 익스프레스는 다양한 스핀을 제공하여 정말 최고로 만족스러울 거예요! 정말 감탄할 거예요! 저는 전에 없던 경험을 했어요! ❤
5,2024-06-01,아이들과 함께 멋진 하루를 보냈습니다. 입장도 정말 간편했어요. 아이들과 함께 할 수 있는 액티비티도 많았어요. 다만 할랄 음식은 많지 않았어요.
5,2024-05-01,"Trip.com을 통해 예약하기가 쉽고, 믿을 수 있습니다. 카운터에서 바우처를 교환했습니다. 하지만 롯데쇼핑 상품권을 받지 못했고, 요청하는 것도 잊었고, 줄이 너무 길어서 따로 요청하지 않고 바로 줬으면 좋았을 텐데요. 그 외에는 사이트도 좋고 예약 경험도 훌륭했습니다!"
4,2024-03-11,"괜찮았어요. 이전 놀이공원들에 비해 규모도 크고 신나지도 않았어요. 게임 몇 개밖에 못 했고, 줄도 엄청 길었어요. 어쨌든 서울에 간다면 꼭 가볼 만한 곳이에요."
5,2024-03-08,티켓을 구하기 쉬웠습니다. 아이들이 정말 재밌게 놀았습니다. 실내와 실외 공간이 있어서 장소가 꽤 큽니다. 아이들과 함께 가는 가족이라면 꼭 가봐야 할 곳입니다.
