stars,date,review,review_length,is_positive
4.0,2020-01-18,Small but fun filled theme park. Has both indoor and out door activities and rides. Recommend the balloon rides indoor as those are popular. …,142,1
5.0,2025-11-18,"I used DSP pass to enter lotte world , overall everything is okay ! Even though I go there on weekday , there is still so many people 😂 …",137,1
1.0,2025-12-28,"Wait times over 2 hours for every ride, terribly laid out leading to over crowding and crush points and the online map crashes because everyone's trying to use it. Can't rate the rides because didn't end up being able to go on any. Save your time and money and do something else like the aquarium.",297,0
5.0,2025-10-18,The line for the rides were long but I went bank holidays weekend. Great atmosphere. Clean toilets. Plenty of food and drinks stalls. For future visits plan to tackle it over 2days.,181,1
4.0,2024-01-18,"The park is definitely a must-see to all who visit Seoul, its the best theme park in the area! All the rides were amazing, though the lines can get quite extreme everyday, even on weekdays. I got the Magic Pass which was unavailable to buh …",241,1
5.0,2025-01-18,"A very cool theme park. I like the idea that they make it indoor so people dont have to experience the bad weather if they had it. It has 4 floors, and many nice games to try out.",179,1
5.0,2025-07-18,Nice theme park with both indoor and outdoor rides.,51,1
5.0,2024-01-18,I had a good experience here! I made a few mistakes visiting as a foreigner! …,78,1
5.0,2025-09-18,"Great experience with the kids , big and small we loved it",58,1
5.0,2024-01-18,A day well spent here. They both have indoor as well as outdoor rides. There is so much to experience. You can also rent school uniforms to have a local experience . It’s better to buy tickets beforehand on klook for foreigners.,228,1
5.0,2025-01-18,My favourite place in Seoul when it comes to amusement parks! This place is huge and has multiple levels of rides and shows. It has attraction suitable for all ages and they provide lockers for rental which is very convenient. They also …,238,1
4.0,2024-01-18,"staff are super nice, honestly a little overrated and overpriced, but not a bad place to visit ㅋㅋㅋ, went with my 엄마+ 역동생, did the whole uniform thing and it was fun despite the super long lines and only going on one ride💀(granted we came …",239,1
4.0,2024-01-18,"I'd say it's worth visiting at least once. I wouldn't go again but I enjoyed it for what it is. Definitely buy tickets ahead of time and get your ""reservation"" tickets for the rides that gives it. We saw a lot of kids and students sitting …",240,1
3.0,2024-01-18,Went on a Friday afternoon. Way too many people! 99% were school going kids. They should have a maximum capacity and I think it's very unethical of the park to continue selling tickets to unsuspecting visitors. Ive been to countless theme …,240,0
2.0,2026-01-04,Well it was a little bad experience because it so crowded we only got to play in 3-4 games.,91,0
4.0,2025-01-18,"Nice local theme park, filled with rides similar to Universal Studios and Disneyland. Very crowded during our visit even though it was a Monday. We tried its Chinese restaurant named Wonderful, tastes OK..",205,1
5.0,2025-01-18,"Two parks in one. An inside all-weather park with a vast array of rides including 3D and 4D experiences, a 2-drop water log ride, monorail, etc. The outdoor Magic Island has a Gyro drop, Bungee drop, super fast roller-coaster, tree swings, …",241,1
5.0,2025-01-18,Ticket was AU$60 inclusive of all rides and attractions. We went in the afternoon and had lots of fun. Suitable for kids and teens.,131,1
5.0,2025-01-18,This place is fun and suitable for family with children. Filled with activities for indoor and outdoor theme parks for the entire day. 🥰😍 …,139,1
2.0,2024-01-18,"It's not worth visiting unless you have the magic pass to skip all the lines. If not, you have to wait AT LEAST 40 minutes for every attraction. We didn't know about it, so we waited more than went on rides.",207,0
5.0,2025-10-18,Unique atmosphere for a theme park. Recommend to buy the Magic Pass if you are into the rides otherwise just enjoy the shows and the place. Do not miss the parade in the evening.,178,1
5.0,2024-01-18,"Awesome indoor amusement park. The details are on par with Disney. Shockingly quite good with all the rides and food. Price is reasonable for what you get, was able to get on a few rides but managed to hang out there for half a day until we …",242,1
4.0,2025-05-18,"Extremely crowded place on the weekend. Some rides have a waiting time of 2,5-3 hours. Lack of ventilation too. Many places to eat and buy snacks. …",148,1
5.0,2025-09-18,Was fun even as an adult. Get the magic pass so you can skip the line,69,1
4.0,2025-01-18,"The rides are quite fun, but if you were to come on a Saturday, you would run into a lot of waiting in line for rides. Also make sure to get food while you wait in line, it makes waiting a lot less tiring!",205,1
5.0,2025-01-18,"Stay for the parade at the end of the night! The rides are fun and waiting times are not too long. There are rides inside and outside, with places to eat. Not great options for vegans. It does get a bit crowded as everyone leaves.",230,1
5.0,2025-01-18,"you can rent school uniform here if you want to play dress up.. also theres an indoor rides and outdoor rides like the bungee one, it was winter when we came here so we mostly do rides indoor but had to go tothe outdoor area because thats where the designated smoking area and it was freaking cold",297,1
1.0,2025-04-18,"Be aware that children under 36 months enter for free. However, if a child under 36 months wants to ride the baby attraction rides, a separate fee will be charged. Why isn't this fee collected at the entrance if they plan to charge it …",236,0
1.0,2025-11-18,It’s a beautiful theme park but i don’t think i would wanna repeat again. The waiting time is too long. You paid a lot for the ticket but you ended up playing just a few rides for the whole day because you have to wait for a very long time to ride. I think visiting it once is enough. Not worth repeating.,305,0
5.0,2025-01-18,"Unique experience, the theme is not so korean, but the attractions are for all ages, great day. Recommandations purchase the magic pass early in the morning to avoid the long wait for the main attractions",204,1
3.0,2024-01-18,The Lotte world adventure is nice and all. But they do not tell you that their rides require a reservation in advance and hardly take walk-ins or decide to close the lines due to the large amount of guests in line already. What is really amazing is the rental of clothing items and the ice skate arena.,302,0
4.0,2025-01-18,"Very cool theme park, but imo not worth the money as a tourist. The queues are too long, the rides don't look that good, and I think it's catered more towards loButs. However, it is an incredible feat of engineering, just as a …",228,1
5.0,2025-01-18,"This place has a lot of hidden attractions. We were a bit skeptical when we first got here and it might be boring if you didnt explore enough but once you find those hidden rides, the whole experience changes. …",211,1
4.0,2025-08-18,"there aren’t many thrilling rides and the ones that exist often have long lines. It’s a great place for kids under 8 to have more fun. The fast track prices could be more reasonable to consider buying. The directions could be clearer; the app and map aren’t very user friendly. Overall, though, it’s a place worth visiting.",323,1
1.0,2025-11-18,"Worst experience of my life. You have to book in advance for the rides, then queue up, come back at your reservation time, and queue up again. The rides only last a minute or two at most; it's not worth the trip. You spend almost two hours …",241,0
1.0,2025-11-18,"Shall limit number of guests per day, otherwise, its like paying fee to a public park for sightseeing. Its always over crowded and queue time is 60 - 80 minutes per ride, also feel lack of air because of indoor environment and over-crowded guests",246,0
4.0,2025-01-18,"A place you can see 60%~70% people wearing uniforms. you will have a unique experience here. ha. but it will take too much time to take on those amusement rides, we don't have any one. we really just to experience the atmosphere, literally.",240,1
4.0,2021-01-18,Great place to spend the entire day. We were there from mid morning through the night. The parade show was getting started when we reach so that's our first activity. Our tickets were valid for both indoor and outdoor rides. Due to winter …,240,1
1.0,2025-12-28,Very experience for my 3 teenage kids because of rain. Nearly all external rides were closed and the thrill internal rides (french revolution) was also under maintenance the entire day.,185,0
5.0,2025-01-18,"Im expecting crowd and queues in every ride, and that happened, so came here not for the ride only, but for the view and the vibe . we have seoul pass so lotte world is free to visit, this place is amazing, it is like disneyland without any …",242,1
5.0,2024-01-18,Amazing theme park with an outdoor and indoor area! We got tickets online at a discount and went during the week on a Tuesday. Arrived right when it opened and didn’t have to queue much for the first couple of hours. Definitely gets packed …,241,1
5.0,2025-01-18,"This is also like a mall, a large food court. Wife variety of shops. Subway basement has luxury brand outlets and also the entertainment zone of activities. Lots to walk around and explore. Loved it.",199,1
5.0,2025-01-18,We went there after the heavy snow storm and all the outdoor rides were close except for the giant swing. The queue for 1 ride took more than 1 hour wait. …,156,1
5.0,2025-01-18,Such a fun place for both kids and adults. Very crowded. I was there at 10am on Friday and it was still quite busy. 10-40 min wait on most rides. Lots of snack places on-site.,175,1
5.0,2025-01-18,"Great place to enjoy with family. Rides for your children and teenagers. Small park if you compare to other amusement parks, but perfect size for a fun simple day. And it’s indoors!",181,1
5.0,2025-06-18,"Not the best theme park, but maybe one of the best experiences you can find in Korea",84,1
4.0,2025-01-18,Very packed at most days in afternoon Suggested to get magic pass before entering Maybe visit on weekday or after 4pm for better price …,136,1
5.0,2025-01-18,Lotte World is a theme park operated by Lotte Group that offers entertainment and sightseeing opportunities for locals and international tourists. The park has two sections: the indoor Lotte World Adventure and the outdoor Magic Island …,237,1
3.0,2026-01-04,Overrated. Long queues of up to 2.30 hours. We went on monday didnot expect so much rush. We could not get fast pass also. Not worth the rush,141,0
5.0,2024-01-18,"The place is mega huge! There is lots of things to do, and definitely recommend to get the magic pass (express pass) as there are so many rides and the queue are at least 30~45mins. …",183,1
5.0,2022-01-18,Lotte World is divided into the outdoor lakeside Magic Island and indoor Lotte World Adventure which is the world's largest indoor amusement park 👀🌍 …,150,1
4.0,2024-01-18,"Our focus here was coming to take nice photos with high school uniforms. We went on a weekday, and it was still quite busy. The place has an indoor and outdoor park, with various rides. My friends and I waited about half n hour to a hour …",239,1
5.0,2024-01-18,The park has some awesome plays in two main big areas. Keep your eyes open for the verticality of the place where some attractions might be on higher floors. The Simbah boat attraction is pretty nice and probably my favorite. But there are …,241,1
4.0,2025-01-18,"Lotte World is a wonderland for children with imaginations brimming with magic. Stepping inside feels like entering a storybook, with whimsical rides, vibrant parades, and enchanting shows that bring fairytales to life. From soaring through …",242,1
5.0,2024-01-18,"Oh wow, I was expecting a kiddy park, this was so fun! Cute, colourful, rides for all! Food great, parade excellent, merchandise prices very reasonable! Not forgetting the great folk village museum included in the price! Can be difficult to get in and out for a foreigner though. Bonus: RunBTS ep51 was filmed here! 🥰 …",319,1
3.0,2024-01-18,Overhyped theme park that costs so much and charges more on some rides. Too many people on the weekends so don’t go then. Fast pass is expensive as well. The pro would be good is still decently priced inside the park as well as the souvenirs. Crane machines are great though and staff is nice and friendly.,306,0
4.0,2024-01-18,Lotte World is an amusement park in Seoul. It consists of an indoor and outdoor theme park. The outdoor theme park is called Magic Land and has 3 rides and makes for a perfect backdrop for pictures. The indoor theme park sticks to more kid …,241,1
1.0,2025-09-18,"Unfortunately, I have to leave a one-star review for our experience at Lotte World. We arrived around 5 p.m. and were told the park was open until 10 p.m., but by the time we got in, the train ride my child really wanted to go on was …",235,0
5.0,2025-01-18,"All i can say, it all in one game under one roof. Roller coaster, viking boat, balloon travel, bumper car, boat ride etc. Outdoor n indoor . Praying room for the muslim also have.",179,1
5.0,2025-09-18,"Really fun and wacky place, very different compared to other theme parks I’ve been to. It reminds me of a roller coaster tycoon map. I recommend the magic pass, we bought one and didn’t regret it at all (the pass for five rides is probably …",241,1
4.0,2025-04-18,Great place for my children and enjoying the ride and visit the park and museums. We missed some places due to insufficient time.,129,1
5.0,2024-01-18,"This park is like the Korean version of Disney. The rides are comparable to Six Flags in the US, but with more Disney attributes. After riding the five major attractions, the scariest ride is definitely the Gyro Drop. Another frightening …",239,1
4.0,2025-01-18,It was great themed park for certain age group. Every staff explain things in Korean which we didn’t understand (during the ride) …,131,1
4.0,2026-01-12,"Just too crowded, with 120 mins of lines. The park should limit visitors and presell tickets. Better buy magic pass for no queue lines.",135,1
4.0,2024-01-18,"Fun place to go, but long queue. Recommend buying magic pass, still worth it as the entry ticket is at affordable price. Please buy tickets on Klook, as it gives around 30% off. You can enjoy most facilities indoor, so really fun to go and without considering about the weather.",278,1
5.0,2025-01-18,"The park is definitely a must-see to all who visit Seoul Korea. It's the best theme park in the area! All the rides were amazing, though the lines can get quite extreme during the day, even on weekdays. The place is beautiful as it is and …",240,1
4.0,2025-01-18,"Clever amusement park that combines outdoor, indoor, subterranean, and above ground! It’s quite a mix. It has a few legitimate rides. It was BUSY and it was a weekday, but then I’m just visiting. The 7 ride magic pass was well worth it! Two rides alone it supposedly saved us 80 minutes each.",292,1
4.0,2024-01-18,"Very nice themepark for kids, water rides are pretty chill with the splashing, you get wet very little to none. Although you’d expect this park to be mostly young children, it is actually id say 80% teenagers. There are attractions such as …",241,1
3.0,2024-01-18,"Gets really crowded after 4pm when many school teens spent their time in premises. The Magic World outdoors suits kids above 130cm while indoors for younger ones. Probably time to enhance the premises, for they are about the same as I last …",241,0
5.0,2024-01-18,"Fabulous, we had a great day & it's very reasonably priced compared to most UK theme parks. There's a wide selection of rides & it wasn't nearly as busy as I worried it might be (Tues). Daughter looked great in her school uniform which we …",240,1
5.0,2025-08-18,Very nice! Kind of like universal studios but way more kid friendly. Rides are short but fun and so many accesibillity areas. Making it very easy when traveling with little ones or even elderly.,194,1
5.0,2025-01-18,"I highly recommend a visit to Lotte World, especially if you can go on a weekday and/or in a slightly off-season. We went on a Monday in early March and almost every ride had us wait for less than 10-15 minutes, and about half we walked …",238,1
3.0,2024-01-18,"[we visited during autumn on a school week day]... This is a fun place to visit except for: 1. Exceptionally long wait times for rides (up to 2hrs or more), despite …",166,0
4.0,2025-01-18,"It had been 16 years since I last visited Lotte World Adventure, but recently, I went there with my German friends. They were eager to visit an amusement park that was easily accessible by public transportation. Since Lotte World is …",234,1
5.0,2024-01-18,"Anyway… Lotte World is one of the two major theme parks around the city. There are smaller ones, but only two are really worth your time. And while Everland is actually more in Gyeonggi-do than in the city center, Lotte World is right off …",240,1
5.0,2026-01-11,"I know about Lotte World from Carmen & Yeon’s Hearts2Hearts content. In that vlog, it looked really fun. I hope that when I go to Korea someday, I can visit Lotte World",168,1
5.0,2024-01-18,"I’m a self-confessed theme park nerd, and Lotte World formed a big part of my excitement when I planned a trip to Korea. The first thing that hit me when I arrived was the sheer scale of it – it was gigantic, easily one of the biggest …",236,1
5.0,2024-01-18,"Lotte World is an absolute wonderland of fun and excitement! This amusement park has it all, from thrilling rides that'll make your heart race to family-friendly attractions that guarantee smiles for everyone. The park's attention to detail …",242,1
3.0,2025-12-18,Raining for whole day and too crowded,37,0
5.0,2025-11-18,this place is awesome but make sure to get the fast pass when you buy your ticket. start your day outside and work your way in its so much fun for all ages and such a great experience 10/10 i loved it.,201,1
5.0,2024-01-18,"A must visit when in Korea, the rides are so fun and I love so much that there is an indoor portion. Very beautiful park with lots of photo opportunities. They have a variety of different food and drinks all across the park so that you can …",241,1
2.0,2025-08-18,"Waay to crowded to be enjoyable. We thought coming on a weekday would mean less waiting, but not so much. 2hrs+ waiting time for rides and super hot even though it’s inside. Definitely avoid in summer time.",206,0
5.0,2023-01-18,I went there after 4 pm. So the ticket price is cheaper. I love Lotte World. Everything looks cute. Many young people rent the student uniform and they look really lovely.,171,1
5.0,2024-01-18,"We love this amusement park more than most for one reason : cooler. It has both outdoor & indoor activities, so stay indoor when temperature is hot. Food is less expensive and delicious compared to other amusement parks we’ve been to. Many people dressed in school uniforms & wear cute hair bands.",297,1
4.0,2024-01-18,"Fun place for children and teenager, or first-time tourist. Nice place to take pictures. And good shops to get some snacks. But for adults late 20s and above, you run out of things to do really fast. 😅 There was a place to rent a wheelchair (for free) for my mother, which I really appreciated. …",296,1
5.0,2024-01-18,Lotte World Adventure is a must do in Seoul if you're a fan of amusement parks or have kids. However during weekends it is quite crowded so you should be at the gate at 10:00 a.m if you want to enjoy some rides without waiting a long time. …,241,1
5.0,2024-01-18,"Lotte world great value for money, queues are not long if you go on a weekday, fast pass available but not recommended if you are going on a weekday as the wait is not long, heaps of rides indoor and outdoor. Lots of food options , I was surprised how large the indoor section of Lotte World is.",295,1
5.0,2025-10-18,Its fun to visit the place. We went early in the morning on weekdays and theres no line up.,91,1
4.0,2024-01-18,"We had an amazing time visiting the Lotte World them park. It was very busy so we bought the fast line tickets for 10 rides, which was worth it since it was quite busy. The park is large and beautiful 🤩 …",204,1
3.0,2025-01-18,Super crowded even during a week day. Good for families with kids but not superb for thrill seekers. Rides were alright. Only one water ride that is indoor. Only memorable activity was the haunted house that had paid entry. Extremely long long queues.,251,0
5.0,2025-01-18,I think this placed might took inspiration from other theme parks ehem ehem *disneyland* but nontheless i enjoyed it really much and the experience here is just mindblowing plus the fact that the rides didnt take that much time to que up …,239,1
5.0,2023-01-18,Beautiful beautiful beautiful. It’s the South korean version of disney land. I loved it. A dream come true. The tickets are discounted for us because they are giving some special discount. So two adults combined 75000 won. So big area so many things to see and ride.,266,1
5.0,2024-01-18,"Beautiful place has attractions for all ages, if you enter after 4pm the entrance is cheaper, a good discount paying with mastercard, it has different food options and many souvenir stalls so you can adapt to the Korean vibe, it is a must to teenagers ! everything very cute!",275,1
5.0,2025-01-18,"Lotte World Theme Park, located in Seoul, South Korea, is one of the largest indoor amusement parks in the world, complemented by an outdoor amusement park called ""Magic Island."" This expansive entertainment complex features thrilling …",236,1
5.0,2025-04-18,"So Much Fun! We purchased a combo ticket from Headout that was $51 each and included Seoul Sky Tower, Lotte Acquarium, and Lotte Adventure World. Great bargain compared to US.",175,1
5.0,2025-01-18,"Lotte World is an extraordinary amusement park in Seoul, Korea, offering an exhilarating blend of entertainment, excitement, and cultural experiences. As one of the largest indoor amusement parks in the world, coupled with a vibrant outdoor …",242,1
5.0,2020-01-18,"Great place for kids and adults! Lots of rides/roller coasters and activities (ice skating ring) to do indoors as well as roller coasters outdoors as well. Great atmosphere, there is variety for food options, bringing your own food is also …",241,1
1.0,2025-11-18,"DO NOT try to visit Lotte World, we have tried on two separate holidays and both times the mini park has been grossly oversold. We came both times on weekdays, 1 hour before opening and there were north of 1000 people and it was a multi …",238,0
1.0,2026-01-04,"Don’t go, it’s a waste of time and money. To enter any of the attractions (that are just a few) you need to have a reservation. The place looks old and the staff attention was terrible.",185,0
5.0,2025-01-18,"Exciting, amazing and joyful upon watching beautiful and colorful lights and mostly surprisingly witnessed the parade and fireworks.Soo happy and blessed.",154,1
3.0,2024-01-18,Hot to die! Waiting lines are long! But we arrived on their day off (Sunday) so everyone was there. We still really enjoyed the place and we were a bit upset that we had to pay more money for some attractions inside.,216,0
5.0,2025-01-18,A great place to spend with your family. Nice themw park with both open ang indoor facilities. Plenty of rides for the young and old. Awesome place,147,1
4.0,2025-01-18,"Great mall, staff really not helpful tho.. asked about buying a sim card, the concierge girl told me ""here we don't have that"", Rudely. I found an hour later 2 floor up..",170,1
5.0,2024-01-18,"It was a lot of fun! However, there was a lot we didn’t get to do because of the massive line ups for their main rides which were located on the Magic Island. But inside there is plenty to do and see and thankfully it is air conditioned. …",239,1
4.0,2024-01-18,Great amusement park with indoor and outdoor aspects. Seems to cater to a younger age group compared to Universal Studios but still worthwhile to visit. Beware that some rides have an additional charge on top of the entrance fee.,229,1
5.0,2019-01-18,"Amazing all of this being inside the city, so many rides, 4 levels of excitement! Great for children and adults, lots of students come here as well. Long wait lines but you can try to get Magic Pass's to skip the lines. About 55,000₩ for an …",242,1
4.0,2020-01-18,Nice place for kids u need at least 6 hours and better to get there early morning. Long cues. Price reduced after 4pm.u can get better prices from on line get crowded after 12.cuple of restaurants and coffee shops. Ice cream. Most of games and rides good for ages 6_18. Some games require extra money,300,1
4.0,2025-01-18,"Got in around 6 pm using the Discover Seoul Pass and rode the French Revolution (needed to line up for a reservation ticket), Fly Venture (surprisingly fun as long as you ignore the exit sign that remains in the background), World Monorail …",241,1
1.0,2025-11-18,"There wasn't much inside, but what was really amazing was that there was a huge line of people! 😂 …",99,0
2.0,2024-01-18,I have been to several amusement parks in different countries and I cannot recommend this place. …,98,0
1.0,2025-10-18,"Worst Amusement park on earth. We arrived around 2PM, we just wanted to do one of the rollercoaster outside, the minimum waiting time was 3 hours, inside was same but, even worse, a lot of …",190,0
5.0,2024-01-18,Incredible! This is your go-to place whenever you visit Seoul. You absolutely cannot miss it out. The parade was such an magical experience too. Amazing work to all the performers and the choreographers!,203,1
5.0,2025-10-18,"I became ill at Lotte World, but the staff were very kind to me. I recovered the next day and returned home as planned two days later. …",136,1
5.0,2025-12-18,Very good places with lot of choice ! You must visit the aquarium,65,1
5.0,2024-01-18,"Had a full day of fun at Lotte World! Crowds were manageable as it was a weekday and for selected rides like the balloon ride, prior reservations are required - meaning you queue once for the reservation and the allocated timing and another …",242,1
1.0,2025-10-18,"I had a really disappointing experience at Lotte World. The waiting times were ridiculously long for almost every ride, which made the whole visit feel like a waste of time. The park itself feels old and outdated, with little charm or …",236,0
5.0,2026-01-11,Love it but didnt like how fast the fast track is sold out. The line for each attraction is too long,100,1
4.0,2025-11-18,"Lotte World is a great theme park, especially because much of it is indoors—making it a solid choice regardless of the weather. The attractions are well-themed and suitable for families, with plenty to explore between the indoor and outdoor …",242,1
3.0,2024-01-18,Located inside the city and all amenities with walkable distances. But indoor places are very hectic and hard to find places and look like shopping malls. not like amusement park. Kids will enjoy. Indoor restaurant and shop prices are very …,241,0
5.0,2024-01-18,it was a great experience! when you go ~ don't forget to attend both night parade 8pm and outdoor castle light show 8:40pm ! and I recommend you get the 5 magic pass ! it's worth it because the lines are ridiculously long all the time,234,1
4.0,2025-01-18,Huge amusement park! The detail and setup was incredible. Some rides were down for maintenance or only operated on the weekends which was a bummer. This ruined the experience some.,180,1
2.0,2025-01-18,Isn’t worth it if you don’t get the magic pass! Very crowded and a came early and just played 3 games and the wait for one is 1hr+. And also the rain it came and they closed the outdoor games they don’t give refunds . But the theme park is …,241,0
5.0,2024-01-18,"I really liked going to Lotte World. Their rides were more intense than I expected and it was a great place to visit and have fun with the family. When I went it was July and SUPER packed with ppl. The lines were long, but only the roller …",240,1
3.0,2025-12-28,The waiting lines are too long Average ride (for adults) will set u back at least 1-2 hours of waiting Facility is also quite run down Will only recommend for kids,163,0
3.0,2025-01-18,"I was here 10 years ago and recently. It seems to me that nothing has changed. The lines for the attractions are long, and most importantly, not all the attractions are very interesting. There are much better attractions in the world.",234,0
4.0,2019-01-18,It’s hard to find the entrances of the rides the park is kind of confusing. Long waiting even in weekdays so try to go as early in the morning as you can. Otherwise you will be waiting for 40-60 min for each ride. But we had a great time …,239,1
5.0,2024-01-18,"The shopping mall and theme park is a great day trip to do, it's huge! First part of the theme park is inside the mall with an ice rink and an outside park that is connected. Don't underestimate it and plan a day for it. I recommend to purchase the fast track ticket, but overall it is very nicely organized!",308,1
4.0,2024-01-18,"Cold rain and bad weather so we had to stay indoors and miss the best rides. My kids had fun. Not a fantastic place, but okay. …",128,1
5.0,2024-01-18,"A kids dream to go here with so many rides and so many levels. There were parades, bumper rides, merry go rounds and scary rides as well. …",139,1
5.0,2019-01-18,Highly recommend buying tickets online as they are cheaper. All day pass tickets allow you to ride almost all attractions for free and there is no limit. We spent all day at the park starting from magic land outside. It looks like a fairy …,240,1
5.0,2025-01-18,"Do buy tickets before hand, it’s 60,000 Won at the door for adults. I found tickets for $24 USD on Trips, it’s like a compacted Disneyland. Ears are super cheap. Staffs are super nice, and the place is clean, can get a little hot. 2,000 Wonders for lockers, you can only open it once. But overall great experience!",314,1
1.0,2026-01-13,The lines are too long. Spent a whole day there and only went on 3 rides due to the long wait times. Not worth the money. Gave a star for decorations.,150,0
3.0,2018-01-18,"Great theme park but the biggest complaint is that the lines are too too long (90 minutes plus). The rides, if you can get on them are very fun!! There are always 50% off discounts which is nice.",195,0
5.0,2025-08-18,"The adventure park is absolutely amazing, however what I loved the most were the indoor theme rides like Adventure of Sindbad and the outdoor ride Gyrodrop. The safety standards were robust. The extremely helpful staff can communicate in …",239,1
3.0,2020-01-18,"Huge indoor Theme park quoted as the largest with many rides, acitivy area, Food & Beverage and Dessert stalls. However this is more suited for teenagers and below, not much for adults. To skip queue you can pay more for a magic pass. Do …",239,0
3.0,2024-01-18,Great adventure place to play whole day but unfortunately there is no re-entry once you go out. But there are plenty of food options in the theme park would have love it more if they allow re-entry so that foreign visitors can do their shopping as well as play. The Happy Christmas parade was amazing for both 2pm and 8pm show,326,0
4.0,2024-01-18,"Amazing playground for families in Seoul! Right in the middle of Seoul business district right next to the Lotte World Tower, the world's 6th tallest building. Once you pay at the entrance, most rides are free. The costs were pretty …",234,1
4.0,2026-01-04,Awesome place. Mostly over crowded and takes for ever with the regular pass to get on the intense rides but so is other popular themeparks.,139,1
3.0,2025-01-18,"Very suitable for families and little kids. The queues are way too insane tho even on a weekday, highly recommend the magic pass. You can get more of the magic pass at the entrance after you enter. We didn’t notice it until we were leaving …",241,0
5.0,2023-01-18,I loved Lotte world! I didn't experience every portion or ride but it was a definite must-see if you are touring Seoul and like cute things and theme parks! I went overboard with the headgear they have for sale ... it's all just too cute. …,240,1
5.0,2025-01-18,"Great place to enjoy , and need to reserve whole day for it as it is that much big. Between the seasons would be tje best to avoid the crowd to a certain extent.",161,1
3.0,2025-01-18,Really crowded. Buy a Express pass imidietly. We want to buy hour after open and they was sold out that was cinfusing for us. But the place is nice but without express pass its waste of the time. The museum was nice.,216,0
4.0,2025-01-18,"Nice place mostly designed for teenagers, there a small museum inside, with a separate ticket to enter. Avoid weekends and holidays as it get crowded & waiting time for the rides will take very long time",203,1
5.0,2025-04-18,"Great time. Love that there are so many things to do but in a compact location. Recommend buy the fast pass, line can be long",125,1
5.0,2024-01-18,It's a great place to have fun and shopping.. you can enjoy the rides and take lots of photos. Great for family adventure; especially those with children.,154,1
1.0,2025-06-18,I had a bad experience in Lotte World Adventure. I'm playing the Fly Venture with my husband. I told the male staff that I wanted to sit next to my husband. But they said no …,175,0
4.0,2025-01-18,At first glance there doesn't seem to be many rides but they are hidden behind the walls. We paid extra for a magic pass definitely worth it not having to queue. Definitely worth a visit if visiting Seoul.,205,1
4.0,2023-01-18,Good economic park to visit with family. It has an indoor and outdoor park that makes it a great place to visit year round regardless of the weather. I would recommend buying the tickets through Trazy or Klook to save money.,224,1
5.0,2024-01-18,Nice place to visit. We bought tickets in advance through klook. We went on Tuesday so not many people. Most of the rides took 5~10 minutes for queuing. …,154,1
3.0,2025-01-18,It was ok but in my opinion overpriced compared to Everland and made for children. The design was pretty cool tho as a European I liked the architecture. I actually enjoyed the department store next to Lotte world more then Lotte world itself.,243,0
4.0,2024-01-18,"It's a pretty nice theme park with different exciting rides, but the queues are simply too long and unrealistic to queue for over an hour for each ride.",152,1
4.0,2025-03-18,"Great place to take the kids to if you’re in Seoul, would suggest getting tickets ahead of time and you’ll save time and money. If you have kids under 110cm I wouldn’t suggest here as most of the rides has a height requirement above that.",238,1
5.0,2025-09-18,A really fun place to spend the day for kids and adults,55,1
1.0,2025-10-18,Came during Chuseok. Wait times were 3 hours for everything. Basically paid to wait standing in line. …,103,0
3.0,2025-01-18,"I got there early (on a Friday) so there wasn't much of a wait time to get into the theme park. I got to ride a couple rides without much wait as well. However, as the time approached mid day the waiting times got pretty long. I remember …",239,0
3.0,2024-01-18,We chose Lotte world over Everland as we only had one day left and there was a huge storm. So all of the outside rides were closed but we already knew that. Positives: …,169,0
5.0,2025-01-18,"So many attractions and things to see here! However there are long queues at many popular attractions so do come early. We didn't have the time to play all in one day, luckily we did manage to try most of the popular ones.",222,1
2.0,2023-01-18,"Compared to other theme parks in South Korea, this one is by far the least favorite one. They do nothing to control how many people come so it's often extremely crowded making wait times 2-3 hours for a single ride. When I purchased my …",237,0
5.0,2023-01-18,"Even though it was the weekend, there were fewer visitors than I thought, so it was perfect to play. Of course, the popular rides were too long to ride.",152,1
4.0,2025-01-18,Smaller than I thought but still enjoyable. The lines are long on weedays too. I only went to a few rides because of the long lines and the closing time didn't help (8pm). so I recommend to be there since the morning to catch more rides.,237,1
4.0,2019-01-18,"Lotte World was pretty enjoyable. However, when I visited, some of the rides were under renovation. Most of the queues moved quickly. Indoors, the hot air balloon ride has one of the longest queues, so be prepared to wait up to 1 hour for …",240,1
5.0,2024-01-18,It is a fun place for both young and young-at-heart! I enjoyed both the indoor and outdoor theme park. It is a place that is worth spending the whole day at.,157,1
3.0,2020-01-18,"While I am SUPER glad we went to Lotte World to experience it, it left us feeling rather depressed and disturbed, as though we had just awoken from a bad dream. The indoor park and its adjacent outdoor park are impressive, especially given …",241,0
1.0,2024-01-18,"Had to queue to get a ticket for this queue at 2pm and at 2pm the queue was like this. (Pls refer to pic) Wound up not taking the ride.Totally disappointing. Queues were long and not moving. Signs aren't clear, wound up walking round and …",239,0
4.0,2024-01-18,"I thinks is a nice place but kinda confuse where to go, the app does work for foreign. Is different concept and is a lot of food around more than attractions. Just don’t go on weekends ands is a lot of teenagers.",212,1
5.0,2021-01-18,"It truly is amazing how much stuff they can cram into such a small place. Amusement rides going right past each other, huge underground areas and so on. Highly recommended, spent the entire day here",198,1
